applicant_income,coapplicant_income,credit_score,employment_years,loan_amount,loan_term,dependents_num,education,self_employed,married,property_area,approval_probability_true,loan_status
69149.0,24370.0,592.0,3.7,700.0,300,0,Graduate,Yes,Yes,Semiurban,0.7196,1
60057.0,0.0,636.0,11.7,700.0,300,1,Graduate,No,No,Semiurban,0.5361,0
27140.0,0.0,689.0,11.6,440.0,240,0,Graduate,Yes,No,Urban,0.3649,1
42472.0,64198.0,639.0,1.1,700.0,240,0,Graduate,No,Yes,Semiurban,0.6956,0
26664.0,0.0,709.0,2.4,700.0,360,0,Graduate,No,No,Urban,0.3251,1
77444.0,19591.0,602.0,0.7,700.0,300,0,Not Graduate,No,Yes,Urban,0.4666,0
102023.0,16790.0,776.0,7.5,700.0,360,0,Graduate,No,Yes,Urban,0.9159,1
81372.0,21967.0,656.0,3.5,700.0,180,0,Graduate,No,Yes,Urban,0.6549,1
83033.0,29949.0,840.0,13.2,700.0,360,3,Not Graduate,Yes,Yes,Semiurban,0.9128,1
48265.0,0.0,665.0,1.2,700.0,60,1,Graduate,Yes,No,Urban,0.0399,0
52715.0,17778.0,670.0,5.8,700.0,300,0,Graduate,Yes,Yes,Semiurban,0.7404,1
56738.0,33028.0,894.0,22.7,700.0,360,3,Graduate,No,Yes,Urban,0.9695,1
61564.0,0.0,657.0,5.5,700.0,360,0,Graduate,No,No,Semiurban,0.8564,1
85146.0,16106.0,642.0,0.4,700.0,240,0,Not Graduate,No,Yes,Rural,0.5948,0
88775.0,27854.0,598.0,4.4,700.0,240,1,Not Graduate,Yes,Yes,Urban,0.2281,0
34157.0,25677.0,689.0,1.0,700.0,60,0,Graduate,Yes,Yes,Semiurban,0.4278,0
31533.0,28018.0,623.0,0.2,458.0,360,1,Graduate,No,Yes,Semiurban,0.4182,0
52643.0,0.0,758.0,2.0,700.0,120,0,Not Graduate,No,No,Semiurban,0.7148,1
51943.0,24971.0,679.0,1.5,700.0,240,0,Not Graduate,No,Yes,Urban,0.7423,1
64185.0,27367.0,789.0,7.8,700.0,480,0,Graduate,No,Yes,Semiurban,0.9675,1
80810.0,0.0,766.0,2.3,700.0,360,3,Graduate,No,No,Urban,0.7287,1
25486.0,27573.0,658.0,6.6,700.0,240,1,Graduate,No,Yes,Urban,0.6314,1
42968.0,56169.0,610.0,0.1,700.0,180,1,Not Graduate,No,Yes,Semiurban,0.6027,1
37993.0,0.0,661.0,0.1,545.0,180,1,Graduate,No,No,Urban,0.4707,1
96315.0,13024.0,693.0,0.1,700.0,300,0,Graduate,No,Yes,Semiurban,0.5675,1
52182.0,22922.0,726.0,1.2,700.0,360,1,Graduate,No,Yes,Semiurban,0.7906,1
45917.0,58624.0,739.0,2.3,700.0,180,0,Graduate,No,Yes,Semiurban,0.8677,1
71402.0,29721.0,699.0,4.7,700.0,180,0,Graduate,No,Yes,Urban,0.7291,1
48296.0,25235.0,637.0,21.3,700.0,240,1,Not Graduate,Yes,Yes,Rural,0.411,1
56592.0,40640.0,641.0,2.2,700.0,240,0,Graduate,No,Yes,Semiurban,0.6447,0
122016.0,0.0,742.0,0.3,700.0,360,0,Graduate,No,No,Urban,0.8714,1
120601.0,26472.0,633.0,1.1,700.0,60,2,Graduate,No,Yes,Urban,0.4884,0
41029.0,23086.0,745.0,11.4,700.0,300,1,Graduate,Yes,Yes,Semiurban,0.8522,1
52755.0,0.0,762.0,6.0,700.0,360,1,Graduate,No,No,Rural,0.6798,1
32932.0,27609.0,830.0,7.8,700.0,360,0,Graduate,Yes,Yes,Semiurban,0.9192,1
25365.0,0.0,648.0,0.7,207.0,180,0,Graduate,No,No,Semiurban,0.3474,1
88009.0,15466.0,663.0,0.7,700.0,240,1,Graduate,No,Yes,Urban,0.6109,0
157466.0,24030.0,474.0,0.6,700.0,360,1,Graduate,No,Yes,Semiurban,0.2947,0
47276.0,0.0,624.0,9.7,700.0,120,0,Graduate,No,No,Urban,0.359,0
40415.0,29526.0,592.0,1.2,700.0,480,3,Not Graduate,No,Yes,Semiurban,0.2432,0
50787.0,0.0,739.0,5.2,328.0,120,3,Not Graduate,No,No,Urban,0.7035,0
59025.0,34401.0,872.0,3.6,665.0,120,0,Graduate,No,Yes,Urban,0.9669,1
35351.0,29604.0,756.0,3.9,700.0,360,2,Graduate,No,Yes,Urban,0.7636,1
46978.0,54201.0,777.0,1.1,700.0,360,0,Not Graduate,No,Yes,Rural,0.7519,0
87226.0,20053.0,635.0,5.0,700.0,60,0,Graduate,No,Yes,Semiurban,0.8108,0
60084.0,0.0,567.0,0.2,700.0,180,0,Not Graduate,No,No,Urban,0.1561,1
97106.0,0.0,712.0,25.2,620.0,480,1,Not Graduate,No,No,Rural,0.8597,1
66383.0,0.0,633.0,0.1,700.0,180,2,Graduate,No,No,Urban,0.6235,0
36050.0,30916.0,611.0,0.3,700.0,60,2,Graduate,No,Yes,Urban,0.1348,1
44715.0,23047.0,705.0,2.0,700.0,180,2,Not Graduate,No,Yes,Urban,0.6376,1
63217.0,0.0,599.0,8.9,700.0,360,0,Graduate,No,No,Urban,0.5486,1
35543.0,70531.0,774.0,1.5,700.0,360,0,Graduate,No,Yes,Urban,0.7516,1
33659.0,0.0,661.0,3.2,303.0,180,0,Graduate,No,No,Semiurban,0.6427,1
34519.0,15453.0,688.0,0.1,700.0,180,0,Graduate,No,Yes,Semiurban,0.5706,1
70731.0,46059.0,702.0,0.4,700.0,240,1,Graduate,No,Yes,Semiurban,0.6968,1
48834.0,0.0,658.0,4.7,603.0,360,0,Graduate,No,No,Semiurban,0.443,1
74124.0,0.0,778.0,1.1,700.0,300,1,Not Graduate,Yes,No,Semiurban,0.7155,0
39085.0,0.0,552.0,5.9,590.0,240,0,Graduate,No,No,Urban,0.1507,0
20290.0,59987.0,831.0,7.7,700.0,120,0,Graduate,No,Yes,Semiurban,0.9264,1
53912.0,30658.0,680.0,9.5,700.0,180,0,Graduate,No,Yes,Semiurban,0.8184,1
87150.0,24992.0,756.0,0.7,700.0,180,2,Graduate,Yes,Yes,Rural,0.4933,0
45977.0,27564.0,693.0,3.0,700.0,60,0,Graduate,Yes,Yes,Urban,0.3626,1
32007.0,48376.0,793.0,14.7,700.0,480,0,Not Graduate,No,Yes,Urban,0.7856,1
28791.0,0.0,685.0,7.4,289.0,180,2,Not Graduate,No,No,Semiurban,0.571,0
94195.0,26663.0,716.0,0.6,700.0,360,3,Graduate,No,Yes,Semiurban,0.6949,1
40574.0,9654.0,804.0,3.5,700.0,240,1,Graduate,No,Yes,Urban,0.8233,0
108831.0,7052.0,729.0,12.8,700.0,480,0,Graduate,No,Yes,Semiurban,0.7809,1
74961.0,0.0,825.0,2.9,700.0,120,0,Graduate,No,No,Urban,0.8938,0
41224.0,14049.0,745.0,9.1,700.0,120,3,Graduate,No,Yes,Rural,0.6928,1
92985.0,0.0,630.0,3.4,700.0,60,2,Graduate,No,No,Urban,0.3052,0
38637.0,0.0,648.0,0.6,335.0,360,1,Not Graduate,No,No,Urban,0.3135,1
31012.0,0.0,778.0,0.8,601.0,240,0,Graduate,No,No,Urban,0.3551,0
39576.0,0.0,575.0,0.2,472.0,360,0,Graduate,No,No,Semiurban,0.5822,1
78658.0,0.0,770.0,1.1,700.0,300,0,Graduate,No,No,Urban,0.9262,0
91853.0,35508.0,682.0,11.2,700.0,300,1,Graduate,No,Yes,Semiurban,0.83,1
48227.0,7101.0,581.0,5.3,464.0,240,0,Graduate,No,Yes,Rural,0.2611,0
25986.0,21596.0,726.0,6.7,365.0,180,3,Graduate,No,Yes,Urban,0.5871,1
29619.0,13753.0,636.0,4.9,700.0,120,0,Graduate,No,Yes,Semiurban,0.5217,1
36373.0,0.0,631.0,2.4,700.0,240,1,Not Graduate,No,No,Urban,0.2679,0
33075.0,9891.0,635.0,1.2,700.0,120,0,Graduate,No,Yes,Semiurban,0.2158,0
63671.0,0.0,720.0,13.0,700.0,360,0,Not Graduate,No,No,Urban,0.9136,1
128542.0,23309.0,663.0,3.6,700.0,360,0,Graduate,No,Yes,Urban,0.8188,1
79557.0,15643.0,736.0,3.3,700.0,300,2,Graduate,No,Yes,Semiurban,0.8523,1
35459.0,0.0,837.0,27.7,700.0,240,1,Not Graduate,No,No,Urban,0.8269,1
42547.0,26285.0,749.0,2.4,700.0,240,0,Graduate,No,Yes,Rural,0.8215,0
46180.0,0.0,885.0,9.6,700.0,240,2,Graduate,No,No,Semiurban,0.9462,1
67069.0,0.0,900.0,9.9,700.0,360,0,Graduate,No,No,Semiurban,0.9598,1
110186.0,30646.0,667.0,1.3,700.0,120,3,Graduate,No,Yes,Rural,0.6478,1
46802.0,33165.0,584.0,0.5,700.0,300,3,Graduate,No,Yes,Rural,0.4275,0
108693.0,49599.0,705.0,18.6,700.0,360,3,Graduate,No,Yes,Semiurban,0.8961,1
137812.0,0.0,709.0,2.8,700.0,300,0,Graduate,No,No,Semiurban,0.7173,1
47495.0,39537.0,878.0,0.0,700.0,60,0,Graduate,Yes,Yes,Urban,0.6621,0
48641.0,15136.0,652.0,3.5,700.0,180,3,Not Graduate,No,Yes,Semiurban,0.2588,0
48949.0,0.0,729.0,4.8,700.0,300,0,Graduate,No,No,Semiurban,0.8624,1
58469.0,28756.0,632.0,7.5,700.0,480,0,Not Graduate,No,Yes,Rural,0.3091,0
42797.0,0.0,666.0,14.3,700.0,360,2,Graduate,Yes,No,Urban,0.5391,1
82566.0,0.0,604.0,12.3,700.0,360,0,Graduate,No,No,Urban,0.4066,0
29717.0,0.0,572.0,14.1,563.0,480,1,Not Graduate,No,No,Urban,0.5235,1
45500.0,0.0,822.0,0.2,700.0,180,2,Graduate,No,No,Rural,0.4882,1
65398.0,21379.0,807.0,6.2,700.0,60,2,Graduate,No,Yes,Urban,0.7428,1
82079.0,0.0,660.0,1.3,700.0,240,0,Graduate,No,No,Semiurban,0.4658,0
143203.0,13366.0,795.0,1.0,700.0,300,0,Graduate,No,Yes,Semiurban,0.9421,1
33144.0,12660.0,586.0,8.1,700.0,240,0,Graduate,No,Yes,Urban,0.5205,1
43310.0,12458.0,681.0,2.7,603.0,60,0,Graduate,No,Yes,Semiurban,0.3864,1
21985.0,0.0,724.0,12.4,300.0,300,0,Not Graduate,No,No,Semiurban,0.7538,0
35734.0,0.0,813.0,0.2,337.0,180,0,Graduate,No,No,Urban,0.8838,1
27094.0,0.0,717.0,8.1,665.0,360,0,Not Graduate,No,No,Semiurban,0.4479,0
45755.0,14357.0,733.0,0.7,700.0,120,0,Not Graduate,No,Yes,Rural,0.5923,1
51745.0,0.0,650.0,1.0,348.0,480,2,Graduate,No,No,Rural,0.5563,1
69367.0,0.0,724.0,3.2,700.0,360,0,Graduate,No,No,Semiurban,0.6206,1
50241.0,0.0,806.0,2.5,593.0,360,0,Not Graduate,No,No,Semiurban,0.9345,1
69381.0,15830.0,534.0,3.3,700.0,360,1,Not Graduate,No,Yes,Urban,0.3051,1
59749.0,24540.0,831.0,14.1,700.0,300,2,Graduate,No,Yes,Rural,0.8743,1
36901.0,63700.0,684.0,5.4,700.0,120,0,Graduate,No,Yes,Urban,0.6899,1
28051.0,13945.0,562.0,1.7,485.0,300,1,Graduate,No,Yes,Semiurban,0.3039,0
70041.0,26476.0,644.0,0.9,700.0,360,0,Graduate,Yes,Yes,Urban,0.5339,1
113724.0,35419.0,820.0,2.7,700.0,120,0,Graduate,No,Yes,Urban,0.9264,1
169805.0,15798.0,628.0,3.0,700.0,300,2,Graduate,Yes,Yes,Urban,0.6447,1
85803.0,37655.0,706.0,4.6,700.0,240,3,Graduate,Yes,Yes,Semiurban,0.7951,1
105046.0,12880.0,542.0,1.5,700.0,240,1,Graduate,No,Yes,Semiurban,0.3662,0
69135.0,0.0,535.0,7.3,700.0,180,1,Graduate,No,No,Semiurban,0.2759,0
64657.0,27552.0,591.0,0.5,700.0,360,2,Graduate,No,Yes,Urban,0.482,1
59672.0,12324.0,797.0,4.1,700.0,480,3,Graduate,No,Yes,Rural,0.8387,1
54478.0,39270.0,698.0,4.9,700.0,360,0,Graduate,No,Yes,Urban,0.6664,1
73495.0,16437.0,799.0,1.2,700.0,240,1,Graduate,No,Yes,Urban,0.8209,1
45768.0,0.0,821.0,8.7,700.0,480,0,Graduate,No,No,Semiurban,0.9142,1
53534.0,38048.0,631.0,4.8,700.0,240,0,Graduate,No,Yes,Rural,0.5105,1
34726.0,15828.0,840.0,5.2,311.0,180,0,Not Graduate,No,Yes,Urban,0.9374,1
69527.0,0.0,648.0,3.4,455.0,480,2,Graduate,No,No,Semiurban,0.5116,1
38070.0,49980.0,813.0,12.0,700.0,360,2,Graduate,No,Yes,Semiurban,0.8487,1
57767.0,8618.0,796.0,5.9,700.0,360,2,Graduate,No,Yes,Rural,0.8701,1
61246.0,58704.0,666.0,2.4,700.0,120,0,Not Graduate,Yes,Yes,Urban,0.5904,1
72844.0,12024.0,701.0,1.4,700.0,180,0,Graduate,No,Yes,Semiurban,0.747,0
70541.0,0.0,698.0,0.4,700.0,60,0,Graduate,Yes,No,Urban,0.2797,0
52074.0,31424.0,705.0,0.9,700.0,360,0,Graduate,No,Yes,Urban,0.7628,1
69853.0,0.0,709.0,24.6,700.0,180,2,Graduate,No,No,Urban,0.8296,1
46426.0,0.0,653.0,2.6,700.0,120,0,Graduate,No,No,Rural,0.3061,0
24890.0,27612.0,681.0,11.4,700.0,180,2,Graduate,No,Yes,Urban,0.5682,1
71163.0,21167.0,810.0,0.9,579.0,300,0,Graduate,No,Yes,Rural,0.8803,1
64561.0,63495.0,547.0,2.8,700.0,240,0,Graduate,No,Yes,Urban,0.5574,1
87168.0,41156.0,680.0,16.2,700.0,480,1,Graduate,No,Yes,Rural,0.8466,1
56352.0,51358.0,662.0,0.5,700.0,240,0,Graduate,No,Yes,Semiurban,0.7561,1
29047.0,21338.0,668.0,4.5,700.0,360,0,Not Graduate,No,Yes,Urban,0.5046,1
54804.0,7476.0,748.0,12.6,700.0,300,0,Graduate,No,Yes,Semiurban,0.8925,1
82649.0,0.0,585.0,14.9,700.0,360,1,Not Graduate,No,No,Urban,0.668,1
69559.0,32730.0,810.0,9.4,700.0,180,3,Graduate,No,Yes,Semiurban,0.8942,1
53550.0,0.0,798.0,9.7,700.0,360,2,Graduate,No,No,Semiurban,0.8517,1
28319.0,0.0,768.0,5.3,434.0,120,3,Graduate,No,No,Semiurban,0.6738,1
37015.0,22215.0,663.0,1.2,700.0,300,2,Not Graduate,No,Yes,Semiurban,0.6099,0
69594.0,19351.0,636.0,6.6,700.0,240,2,Graduate,No,Yes,Rural,0.4866,1
28300.0,27580.0,703.0,19.2,700.0,180,1,Graduate,No,Yes,Urban,0.7838,1
49828.0,14406.0,706.0,3.7,531.0,240,0,Graduate,No,Yes,Rural,0.5527,1
57881.0,40923.0,759.0,1.5,700.0,360,0,Graduate,No,Yes,Rural,0.7719,1
97431.0,82466.0,669.0,4.3,700.0,180,2,Graduate,Yes,Yes,Urban,0.8063,1
73724.0,19366.0,739.0,5.9,700.0,180,0,Graduate,No,Yes,Urban,0.8436,1
85338.0,0.0,653.0,1.2,700.0,300,0,Graduate,No,No,Semiurban,0.5936,1
64652.0,25435.0,733.0,6.4,700.0,300,3,Graduate,No,Yes,Semiurban,0.7591,1
35856.0,31996.0,653.0,4.4,700.0,240,0,Graduate,Yes,Yes,Urban,0.3649,0
44014.0,34520.0,728.0,4.7,700.0,180,3,Graduate,No,Yes,Urban,0.8397,0
38495.0,64951.0,528.0,1.8,700.0,120,1,Graduate,No,Yes,Semiurban,0.2323,0
64348.0,42137.0,715.0,0.8,700.0,60,0,Graduate,Yes,Yes,Semiurban,0.2676,1
42555.0,0.0,754.0,4.9,260.0,60,1,Graduate,No,No,Urban,0.5158,0
48268.0,13633.0,752.0,4.4,634.0,360,2,Graduate,No,Yes,Rural,0.7075,0
57495.0,33628.0,591.0,2.1,700.0,120,0,Not Graduate,No,Yes,Semiurban,0.3171,1
113477.0,20957.0,616.0,1.8,700.0,180,2,Not Graduate,No,Yes,Urban,0.4606,1
75056.0,61903.0,602.0,2.1,700.0,480,2,Not Graduate,No,Yes,Semiurban,0.5695,0
34489.0,16068.0,706.0,3.4,700.0,480,0,Graduate,Yes,Yes,Urban,0.5267,0
60705.0,45633.0,795.0,18.4,700.0,60,0,Graduate,No,Yes,Semiurban,0.8342,1
113954.0,18824.0,642.0,7.2,700.0,300,0,Graduate,No,Yes,Urban,0.792,1
73746.0,31076.0,838.0,9.5,700.0,300,0,Graduate,No,Yes,Urban,0.9413,1
21017.0,17063.0,798.0,3.5,700.0,120,0,Graduate,Yes,Yes,Urban,0.1952,0
39054.0,36584.0,688.0,3.7,560.0,360,1,Graduate,Yes,Yes,Urban,0.4475,0
37548.0,48533.0,718.0,1.1,700.0,480,0,Not Graduate,No,Yes,Semiurban,0.5247,1
104308.0,0.0,535.0,6.4,700.0,240,2,Not Graduate,No,No,Semiurban,0.351,1
96533.0,76882.0,648.0,2.7,700.0,240,0,Graduate,No,Yes,Urban,0.7052,1
30887.0,0.0,563.0,6.8,700.0,300,0,Graduate,Yes,No,Urban,0.17,0
43410.0,28393.0,611.0,2.6,700.0,360,1,Graduate,No,Yes,Rural,0.3281,0
58033.0,42840.0,742.0,0.6,700.0,360,2,Graduate,No,Yes,Urban,0.8459,1
58768.0,15957.0,766.0,1.0,700.0,120,0,Graduate,No,Yes,Urban,0.7578,1
38018.0,27841.0,786.0,8.3,464.0,360,0,Graduate,No,Yes,Semiurban,0.8674,1
51296.0,38763.0,718.0,1.5,700.0,360,2,Graduate,No,Yes,Rural,0.5336,1
30930.0,44849.0,745.0,1.5,700.0,60,0,Graduate,No,Yes,Rural,0.3437,0
97185.0,0.0,570.0,13.3,700.0,60,0,Graduate,No,No,Semiurban,0.3848,1
27192.0,0.0,581.0,5.4,170.0,300,0,Graduate,No,No,Urban,0.5355,0
27065.0,31525.0,673.0,0.6,377.0,240,2,Graduate,No,Yes,Semiurban,0.7344,0
68372.0,13053.0,739.0,0.8,700.0,480,0,Not Graduate,No,Yes,Urban,0.6169,1
33878.0,0.0,653.0,1.6,700.0,180,1,Graduate,No,No,Urban,0.1499,0
46147.0,0.0,573.0,4.5,700.0,300,1,Graduate,No,No,Semiurban,0.4313,0
58485.0,50474.0,642.0,7.0,700.0,300,3,Graduate,No,Yes,Semiurban,0.7671,1
75631.0,0.0,607.0,1.6,700.0,300,0,Graduate,No,No,Urban,0.7093,1
51904.0,27503.0,539.0,10.2,700.0,300,0,Not Graduate,No,Yes,Urban,0.4201,1
120241.0,34433.0,900.0,0.6,700.0,300,0,Graduate,No,Yes,Rural,0.9039,0
56944.0,35834.0,812.0,1.2,700.0,60,0,Graduate,No,Yes,Rural,0.7397,1
93914.0,0.0,543.0,17.6,700.0,360,1,Graduate,No,No,Semiurban,0.5927,0
64023.0,0.0,499.0,0.7,700.0,180,1,Not Graduate,No,No,Semiurban,0.0968,0
139401.0,0.0,640.0,11.0,700.0,180,2,Graduate,No,No,Rural,0.5973,1
88833.0,23794.0,564.0,6.1,700.0,300,2,Graduate,No,Yes,Semiurban,0.5642,1
58003.0,0.0,900.0,0.4,700.0,240,3,Graduate,No,No,Semiurban,0.955,1
74170.0,37862.0,623.0,3.3,700.0,300,0,Graduate,No,Yes,Urban,0.6106,0
51045.0,62375.0,734.0,3.7,700.0,240,3,Graduate,No,Yes,Urban,0.6588,1
50829.0,36681.0,674.0,13.5,700.0,240,0,Graduate,No,Yes,Semiurban,0.6008,1
25700.0,9941.0,562.0,2.7,700.0,240,1,Graduate,Yes,Yes,Urban,0.0877,1
40560.0,18991.0,786.0,3.0,700.0,120,0,Not Graduate,No,Yes,Urban,0.5282,1
135348.0,27173.0,756.0,0.6,700.0,480,2,Graduate,No,Yes,Semiurban,0.9369,1
34348.0,0.0,698.0,5.1,700.0,300,0,Graduate,No,No,Urban,0.4887,0
43247.0,27369.0,900.0,1.2,700.0,180,2,Graduate,No,Yes,Rural,0.861,1
54756.0,34826.0,715.0,0.4,700.0,360,3,Graduate,No,Yes,Urban,0.7902,1
55527.0,0.0,712.0,28.9,544.0,360,1,Graduate,No,No,Semiurban,0.9345,1
66914.0,73152.0,877.0,1.6,700.0,180,2,Graduate,No,Yes,Semiurban,0.9315,1
46769.0,13970.0,732.0,0.8,610.0,240,0,Graduate,No,Yes,Semiurban,0.8652,1
68669.0,0.0,860.0,6.0,700.0,240,0,Graduate,No,No,Urban,0.8741,1
92024.0,25408.0,707.0,8.6,700.0,180,3,Graduate,No,Yes,Semiurban,0.8157,0
96953.0,0.0,406.0,0.3,700.0,360,1,Graduate,No,No,Rural,0.0553,0
50901.0,28403.0,545.0,0.6,700.0,300,1,Graduate,No,Yes,Rural,0.2932,1
73627.0,0.0,796.0,0.5,700.0,120,0,Graduate,No,No,Semiurban,0.8867,1
30561.0,37707.0,611.0,0.2,700.0,480,0,Graduate,Yes,Yes,Rural,0.4698,1
42061.0,56734.0,716.0,5.4,700.0,300,0,Not Graduate,No,Yes,Urban,0.8147,0
34788.0,28935.0,797.0,4.4,700.0,360,0,Not Graduate,No,Yes,Rural,0.9368,1
55870.0,20547.0,721.0,5.4,700.0,300,0,Graduate,No,Yes,Rural,0.6725,1
39701.0,0.0,618.0,3.5,498.0,300,0,Graduate,No,No,Semiurban,0.4209,1
30071.0,0.0,710.0,8.5,275.0,240,0,Graduate,No,No,Semiurban,0.8459,1
48430.0,0.0,699.0,4.0,639.0,240,1,Not Graduate,No,No,Semiurban,0.4804,1
27557.0,33518.0,681.0,12.6,429.0,180,0,Graduate,No,Yes,Urban,0.6341,1
99451.0,0.0,568.0,3.3,700.0,480,1,Graduate,No,No,Rural,0.3452,1
45064.0,65286.0,675.0,7.8,700.0,180,2,Graduate,No,Yes,Semiurban,0.8963,1
86149.0,24642.0,677.0,2.6,700.0,300,0,Not Graduate,No,Yes,Semiurban,0.7762,1
33134.0,10492.0,536.0,2.9,700.0,120,2,Graduate,Yes,Yes,Semiurban,0.1466,0
34480.0,31125.0,626.0,9.5,700.0,480,3,Graduate,No,Yes,Rural,0.2544,0
72586.0,0.0,600.0,0.6,700.0,300,0,Graduate,Yes,No,Semiurban,0.3893,1
59116.0,31189.0,525.0,4.2,700.0,360,0,Graduate,No,Yes,Urban,0.5639,0
125807.0,56346.0,718.0,6.5,700.0,300,0,Graduate,No,Yes,Semiurban,0.8531,1
43224.0,0.0,705.0,6.9,700.0,360,1,Graduate,Yes,No,Rural,0.7647,1
47246.0,0.0,650.0,4.5,700.0,300,0,Graduate,No,No,Semiurban,0.6413,1
86856.0,0.0,569.0,3.0,700.0,240,0,Graduate,No,No,Rural,0.3389,0
87111.0,20441.0,734.0,1.5,700.0,240,1,Graduate,No,Yes,Rural,0.6695,1
60745.0,33804.0,770.0,12.0,700.0,60,0,Graduate,No,Yes,Semiurban,0.8031,1
191922.0,33844.0,681.0,2.3,700.0,240,3,Graduate,Yes,Yes,Urban,0.4511,1
50623.0,43882.0,714.0,8.0,700.0,480,0,Graduate,No,Yes,Urban,0.875,1
29674.0,0.0,712.0,0.2,700.0,300,3,Not Graduate,Yes,No,Semiurban,0.3627,0
37381.0,0.0,686.0,1.3,681.0,360,0,Graduate,No,No,Semiurban,0.5433,0
50747.0,0.0,609.0,2.1,674.0,180,0,Graduate,No,No,Rural,0.2854,1
107784.0,11351.0,698.0,5.6,700.0,240,0,Graduate,No,Yes,Rural,0.7917,0
52667.0,0.0,647.0,1.9,700.0,60,3,Not Graduate,No,No,Urban,0.2498,0
109946.0,0.0,686.0,0.2,700.0,300,0,Graduate,No,No,Semiurban,0.8783,1
68354.0,22861.0,778.0,1.0,700.0,360,1,Graduate,No,Yes,Semiurban,0.8736,1
89771.0,39332.0,581.0,1.5,700.0,360,2,Graduate,No,Yes,Urban,0.3497,1
52618.0,0.0,686.0,1.0,468.0,120,1,Graduate,Yes,No,Semiurban,0.3615,0
66788.0,24098.0,563.0,1.1,700.0,180,0,Not Graduate,No,Yes,Rural,0.266,0
78131.0,0.0,609.0,7.3,700.0,300,3,Not Graduate,No,No,Urban,0.3141,1
44891.0,30917.0,847.0,2.7,700.0,360,2,Graduate,No,Yes,Urban,0.8912,1
45098.0,0.0,741.0,2.6,700.0,180,0,Graduate,No,No,Urban,0.648,1
65960.0,0.0,745.0,17.0,700.0,240,1,Graduate,No,No,Urban,0.8831,1
128704.0,62867.0,541.0,3.0,700.0,240,3,Graduate,No,Yes,Semiurban,0.3078,0
29818.0,0.0,698.0,13.1,700.0,60,3,Graduate,No,No,Urban,0.0297,0
24288.0,18671.0,499.0,1.8,423.0,300,0,Graduate,No,Yes,Rural,0.1765,1
50982.0,56481.0,701.0,2.6,700.0,300,2,Graduate,No,Yes,Urban,0.7331,0
87812.0,40753.0,579.0,2.5,700.0,180,0,Graduate,No,Yes,Semiurban,0.5876,0
58196.0,35193.0,742.0,3.9,700.0,300,0,Not Graduate,No,Yes,Urban,0.9268,0
34853.0,0.0,717.0,4.4,654.0,180,0,Graduate,No,No,Rural,0.1763,0
58878.0,0.0,568.0,1.4,700.0,360,0,Not Graduate,No,No,Semiurban,0.5083,1
27506.0,61568.0,746.0,7.9,700.0,240,1,Graduate,No,Yes,Rural,0.8511,1
74172.0,45403.0,898.0,3.4,700.0,360,0,Graduate,No,Yes,Rural,0.8969,1
50020.0,30786.0,673.0,0.0,700.0,300,0,Graduate,No,Yes,Semiurban,0.638,1
42071.0,0.0,761.0,4.5,620.0,180,0,Graduate,Yes,No,Rural,0.7759,1
68147.0,0.0,510.0,8.0,650.0,360,0,Graduate,No,No,Urban,0.2743,0
62093.0,19677.0,740.0,1.4,671.0,360,3,Graduate,No,Yes,Semiurban,0.7172,1
45373.0,36098.0,626.0,0.2,700.0,120,2,Not Graduate,No,Yes,Urban,0.3352,1
87914.0,17370.0,684.0,8.2,700.0,60,0,Graduate,No,Yes,Rural,0.5798,1
79595.0,29228.0,790.0,18.7,700.0,120,3,Graduate,No,Yes,Rural,0.9075,1
27033.0,0.0,658.0,0.4,631.0,360,0,Not Graduate,No,No,Rural,0.3332,0
51704.0,33251.0,569.0,13.9,700.0,240,1,Graduate,No,Yes,Urban,0.6271,1
26792.0,0.0,817.0,2.2,687.0,300,3,Graduate,Yes,No,Urban,0.2742,0
33437.0,0.0,585.0,14.2,228.0,300,0,Graduate,No,No,Urban,0.6196,0
61540.0,0.0,587.0,5.2,700.0,360,1,Not Graduate,Yes,No,Urban,0.3895,1
47758.0,0.0,716.0,11.0,700.0,360,0,Not Graduate,No,No,Urban,0.7443,1
53639.0,0.0,710.0,7.7,697.0,300,0,Not Graduate,No,No,Semiurban,0.6171,1
42990.0,0.0,733.0,0.1,700.0,240,1,Graduate,No,No,Rural,0.3577,0
65410.0,33006.0,668.0,0.3,700.0,180,3,Not Graduate,Yes,Yes,Semiurban,0.348,0
75728.0,20111.0,809.0,3.7,700.0,300,0,Graduate,No,Yes,Semiurban,0.9304,1
141706.0,50666.0,740.0,0.7,700.0,300,3,Graduate,No,Yes,Semiurban,0.8925,1
52785.0,0.0,586.0,3.1,340.0,180,3,Graduate,No,No,Semiurban,0.504,0
30998.0,17861.0,479.0,15.5,621.0,240,0,Graduate,No,Yes,Rural,0.1389,0
46091.0,19681.0,698.0,1.7,611.0,360,0,Not Graduate,No,Yes,Semiurban,0.7135,1
81289.0,44202.0,827.0,3.4,700.0,300,1,Not Graduate,No,Yes,Urban,0.802,1
41171.0,0.0,578.0,2.4,493.0,240,0,Graduate,No,No,Semiurban,0.3389,0
27857.0,26833.0,578.0,5.0,699.0,180,0,Graduate,Yes,Yes,Rural,0.2006,0
41533.0,24131.0,728.0,1.1,700.0,300,3,Graduate,No,Yes,Semiurban,0.6176,1
45524.0,46916.0,729.0,1.5,700.0,300,2,Not Graduate,No,Yes,Semiurban,0.5908,1
